Назва,Ціна - $(USD),Ціна - грн(UAH),Місто,Тип палива,Трансмісія,Тип приводу,Пропозиції,VIN-код,Фото,Посилання
Opel Vivaro груз. 2021 Essentia 2.0 BlueHDi MT (150 к.с) L2,32502,887000,Харків,Дизель (2.0 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-vivaro-gruz__1209241-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-vivaro-gruz-1860038.html
Opel Combo Cargo 2021 Essentia 1.6 HDi MT (92 к.с) L1 (650),18248,498000,Харків,Дизель (1.6 л),Механічна,Передній привід,Кредит до 3 років під 0% / Під замовлення - 21 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-cargo__834520-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-cargo-1836713.html
Opel Combo Life 2020 Enjoy 1.5 BlueHDi AT (130 к.с) L2 S/S,26626,726630,Запоріжжя,Дизель (1.5 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-life__1014118-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-life-1849435.html
Opel Corsa 2021 Elegance Direct Injection Turbo 1.2 AT (100 к.с),20150,549900,Миколаїв,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1240424-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1861634.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,23853,650970,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__996131-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1848290.html
Opel Mokka 2021 Base 1.2 PureTech MT (101 к.с),21656,591000,Харків,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0% / Під замовлення - 21 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1255758-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862390.html
Opel Mokka 2021 Elegance 1.2 PureTech MT (101 к.с),21677,591580,Київ,Бензин (1.2 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1269437-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862947.html
Opel Crossland 2021 Edition Direct Injection 1.2 MT (82 к.с),18898,515740,Миколаїв,Бензин (1.2 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland__1241719-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-1861687.html
Opel Corsa 2021 Elegance 1.2 PureTech AT (101 к.с),20667,564000,Черкаси,Бензин (1.2 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1235545-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1855834.html
Opel Grandland X 2021 Enjoy 1.5D 8AT (130 к.с) Start/Stop,27503,750560,Київ,Дизель (1.5 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1236353-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1861584.html
Opel Corsa 2020 Elegance 1.2 PureTech STT AT (130 к.с),21785,594520,Запоріжжя,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1126659-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1855909.html
Opel Grandland X 2021 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24587,671000,Кропивницький (Кіровоград),Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1113366-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1863137.html
Opel Mokka 2021 Base 1.2 PureTech MT (101 к.с),20974,572400,Кропивницький (Кіровоград),Бензин (1.2 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1255640-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862384.html
Opel Combo Life 2020 Enjoy 1.5 BlueHDi AT (130 к.с) L2 S/S,26786,731010,Київ,Дизель (1.5 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-life__915348-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-life-1842751.html
Opel Grandland X 2021 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24597,671260,Хмельницький,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0% / Під замовлення - 30 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__562769-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1784664.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,23853,650970,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__998947-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1848435.html
Opel Grandland X 2021 Innovation 1.5D 8AT (130 к.с) Start/Stop,29149,795500,Харків,Дизель (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 7 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__974757-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1820366.html
Opel Crossland X 2020 Enjoy 1.2 MT (82 к.с),18069,493100,Запоріжжя,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1122404-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1855740.html
Opel Crossland X 2020 Enjoy 1.2 MT (82 к.с),17818,486250,Запоріжжя,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1126684-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1855912.html
Opel Crossland X 2020 Innovation 1.2T AT (110 к.с),24097,657630,Запоріжжя,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1095309-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1854003.html
Opel Movano груз. 2020 2.3TD МТ (125 к.с) L2H2 3500 FWD,34063,929600,Запоріжжя,Дизель (2.3 л),Механічна,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-movano-gruz__1008400-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-movano-gruz-1849148.html
Opel Crossland 2021 Ultimate Direct Injection Turbo 1.2 AT (110 к.с),25485,695500,Харків,Бензин (1.2 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland__1266970-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-1862851.html
Opel Grandland X 2021 Innovation 1.5D 8AT (130 к.с) Start/Stop,29323,800230,Хмельницький,Дизель (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 34 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__561919-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1784636.html
Opel Corsa 2021 GS Line 1.2 PureTech STT AT (130 к.с),24323,663790,Київ,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1239778-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1861598.html
Opel Mokka 2021 Elegance 1.2 PureTech AT (130 к.с),24869,678680,Київ,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1282980-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1863542.html
Opel Corsa 2021 Edition Direct Injection 1.2 MT (75 к.с),16848,459800,Київ,Бензин (1.2 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1239648-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1861588.html
Opel Combo груз. 2020 Increased 1.6D MT (105 к.с) L2H1,19875,542400,Запоріжжя,Дизель (1.6 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-gruz__847350-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-gruz-1837774.html
Opel Grandland X 2021 Innovation 1.5D 8AT (130 к.с) Start/Stop,29323,800230,Хмельницький,Дизель (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 34 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1210956-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1860111.html
Opel Grandland X 2021 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24597,671260,Хмельницький,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0% / Під замовлення - 100 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__767164-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1832834.html
Opel Grandland X 2021 Innovation 1.5D 8AT (130 к.с) Start/Stop,29152,795580,Хмельницький,Дизель (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 35 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__629481-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1811801.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24979,681700,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__853130-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1838105.html
Opel Grandland X 2020 Innovation 1.5D 8AT (130 к.с) Start/Stop,31176,850810,Запоріжжя,Дизель (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__853245-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1838109.html
Opel Mokka 2021 Base 1.2 PureTech AT (130 к.с),24137,658700,Кропивницький (Кіровоград),Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1260119-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862591.html
Opel Mokka 2021 Elegance 1.2 PureTech AT (130 к.с),24375,665200,Хмельницький,Бензин (1.2 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1273241-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1863117.html
Opel Corsa 2021 GS Line 1.2 PureTech STT AT (130 к.с),24323,663790,Київ,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1239726-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1861594.html
Opel Movano груз. 2021 2.3TD МТ (145 к.с) Start/Stop L2H2 3500 FWD,34485,941100,Київ,Дизель (2.3 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-movano-gruz__995316-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-movano-gruz-1848196.html
Opel Movano груз. 2020 L3H2 2.3DT МТ (125 к.с) FWD,32136,877000,Харків,Дизель (2.3 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-movano-gruz__986543-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-movano-gruz-1847711.html
Opel Corsa 2021 Elegance Direct Injection Turbo 1.2 AT (100 к.с),20064,547550,Хмельницький,Бензин (1.2 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 20 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1201661-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1859689.html
Opel Mokka 2021 Elegance 1.2 PureTech MT (101 к.с),20824,568300,Хмельницький,Бензин (1.2 л),Механічна,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1267349-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862867.html
Opel Combo Cargo 2021 Essentia 1.6 HDi MT (92 к.с) L1 (650),17585,479900,Кропивницький (Кіровоград),Дизель (1.6 л),Механічна,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-cargo__1180948-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-cargo-1858542.html
Opel Combo Cargo 2021 Essentia 1.6 HDi MT (92 к.с) L2 (950),19787,540000,Кропивницький (Кіровоград),Дизель (1.6 л),Механічна,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-cargo__1158338-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-cargo-1857526.html
Opel Grandland X 2021 Enjoy 1.5D 8AT (130 к.с) Start/Stop,26306,717900,Хмельницький,Дизель (1.5 л),Автомат,Передній привід,Кредит до 3 років під 0% / Під замовлення - 59 днів,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__715164-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1823802.html
Opel Corsa 2021 Elegance Direct Injection Turbo 1.2 AT (100 к.с),20635,563130,Миколаїв,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-corsa__1240798-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-corsa-1861648.html
Opel Grandland X 2021 Enjoy 1.5D 8AT (130 к.с) Start/Stop,27503,750560,Київ,Дизель (1.5 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__924361-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1855128.html
Opel Crossland X 2021 Enjoy 1.2 MT (82 к.с),18796,512940,Запоріжжя,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1189362-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1859025.html
Opel Crossland X 2021 Enjoy 1.2 MT (82 к.с),18296,499300,Запоріжжя,Бензин (1.2 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland-x__1189321-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-x-1859023.html
Opel Zafira Life 2021 Business Innovation 2.0 BlueHDi AT (180 к.с) L2,59180,1615050,Запоріжжя,Дизель (2.0 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-zafira-life__1189081-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-zafira-life-1859011.html
Opel Crossland 2021 Elegance Direct Injection Turbo 1.2 AT (110 к.с),24115,658120,Київ,Бензин (1.2 л),Автомат,Передній привід,Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-crossland__1239642-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-crossland-1861587.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24968,681390,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1095234-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1848439.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,24151,659080,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1095119-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1848804.html
Opel Combo Life 2021 Innovation 1.5 BlueHDi AT (130 к.с) L2 S/S,29334,800530,Запоріжжя,Дизель (1.5 л),Автомат,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-combo-life__1189382-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-combo-life-1859026.html
Opel Mokka 2021 Base 1.2 PureTech AT (130 к.с),24093,657500,Харків,Бензин (1.2 л),Автомат,Передній привід,Краща ціна / Кількість обмежена / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1255783-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1862882.html
Opel Grandland X 2020 Enjoy 1.5D 6MT (130 к.с) Start/Stop,25669,700530,Запоріжжя,Дизель (1.5 л),Механічна,Передній привід,Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-grandland-x__1006850-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-grandland-x-1849498.html
Opel Mokka 2021 Base 1.2 PureTech MT (101 к.с),21656,591000,Харків,Бензин (1.2 л),Механічна,Передній привід,Краща ціна / Остання пропозиція / Кредит до 3 років під 0%,Перевірений,https://cdn.riastatic.com/photosnewr/auto/new_auto_storage/opel-mokka__1249673-341x224x70.jpg,https://auto.ria.com/newauto/auto-opel-mokka-1860586.html
